Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Income_imp,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow,Age,Child,MntTotal,Recency_u50,TotalPurchses,Enr_year,Enr_quarter,Enr_month,Log_Income,Interaction_1,Interaction_2,Interaction_3,Interaction_4,Interaction_5,Interaction_6,Tree_1,Tree_2,Tree_3,Response
1979,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,1,0,0,0,1,0,0,44,1,969,1,23,2013,1,2,11.255423361019579,76551,5814,44574,474,3634,276,0,0,0,0
1979,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,1,0,0,0,1,0,0,44,1,969,1,23,2013,1,2,11.255423361019579,76551,5814,44574,474,3634,276,0,0,0,0
1974,43018.0,0,1,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,1,0,0,1,0,0,49,1,133,1,6,2013,1,1,10.669373911736379,8512,266,6118,128,2944,92,0,0,0,0
1969,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,0,0,0,1,0,0,0,1,0,0,54,0,2486,1,25,2013,4,10,11.235312528195232,452452,17402,114356,1274,8372,322,1,0,0,1
1989,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,1,0,0,1,0,34,0,71,1,5,2013,4,11,10.433998149618517,426,71,3266,6,276,46,0,0,0,0
1989,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,1,0,0,1,0,34,0,71,1,5,2013,4,11,10.433998149618517,426,71,3266,6,276,46,0,0,0,0
1970,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,1,0,0,1,0,0,0,53,1,203,1,9,2013,3,8,10.89927314973791,4060,203,9338,20,920,46,0,0,0,0
1967,61223.0,0,1,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,1,0,0,0,1,0,0,56,1,1341,1,16,2013,2,6,11.022278214892363,331227,4023,61686,741,11362,138,1,0,0,0
1968,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,1,1,0,0,0,55,1,845,1,22,2013,2,5,11.151582499896955,20280,1690,38870,48,1104,92,0,0,0,0
1972,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,1,0,0,0,1,0,51,1,385,1,12,2013,2,4,10.809606729088786,31570,385,17710,82,3772,46,0,0,0,0
1962,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,1,0,0,0,1,0,0,61,1,564,1,16,2013,1,1,10.843397150008917,32712,1128,25944,116,2668,92,0,0,0,0
1975,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,1,0,0,1,0,0,48,1,23,1,3,2013,1,3,10.526319559181047,138,0,1058,0,276,0,0,0,0,0
1975,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,1,0,0,1,0,0,48,1,23,1,3,2013,1,3,10.526319559181047,138,0,1058,0,276,0,0,0,0,0
1978,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,1,0,0,0,1,0,0,45,1,189,1,8,2013,1,3,10.645686767736345,7371,189,8694,39,1794,46,0,0,0,0
1954,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,1,0,0,1,0,0,0,69,1,1504,1,22,2013,1,2,11.156878894991792,21056,15040,69184,140,644,460,0,0,0,0
1972,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,1,0,0,0,1,0,0,51,1,209,1,9,2013,1,2,10.73754818614131,5225,418,9614,50,1150,92,0,0,0,0
1981,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,1,0,0,0,0,1,0,0,42,1,102,1,7,2013,4,11,10.105611736626262,1734,0,4692,0,782,0,0,0,0,0
1977,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,1,0,0,0,1,0,0,46,1,981,1,22,2013,2,4,10.901044858238631,139302,5886,45126,852,6532,276,0,0,0,0
1954,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,0,0,0,1,0,0,0,0,1,0,69,1,488,1,15,2013,1,2,10.494878824141686,18056,3904,22448,296,1702,368,0,0,0,1
1975,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,1,0,1,0,0,48,1,484,1,15,2012,4,12,10.943039620074693,15004,1452,22264,93,1426,138,0,0,1,0
1992,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,1,0,0,0,1,0,31,0,2077,1,21,2012,4,10,11.438837492616509,41540,8308,95542,80,920,184,0,0,0,0
1980,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,1,0,0,0,1,0,0,43,1,662,1,18,2012,4,10,10.692172159805137,31776,1324,30452,96,2208,92,0,0,1,0
1963,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,0,1,0,0,0,1,0,0,60,0,1495,1,18,2014,2,6,11.29133071364587,360295,10465,70265,1687,11327,329,0,0,0,0
1963,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,0,1,0,0,0,1,0,0,60,0,1495,1,18,2014,2,6,11.29133071364587,360295,10465,70265,1687,11327,329,0,0,0,0
1980,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,1,0,0,0,1,0,0,43,1,231,1,10,2014,2,6,10.823431602908185,3465,231,10857,15,705,47,0,0,0,0
1971,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,1,0,0,0,1,0,0,52,1,805,1,21,2014,2,5,11.077856453603484,12075,1610,37835,30,705,94,0,0,0,0
1976,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,1,0,1,0,0,47,1,39,1,4,2014,1,2,10.529292284625768,429,0,1833,0,517,0,0,0,0,0
1968,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,1,0,0,1,0,0,55,1,63,1,6,2014,1,1,10.293602108139348,1134,63,2961,18,846,47,0,0,0,0
1968,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,0,0,1,0,0,0,1,0,0,55,1,69,1,6,2014,1,1,9.878887435667895,1932,69,3243,28,1316,47,0,0,0,1
1968,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,0,0,1,0,0,0,1,0,0,55,1,69,1,6,2014,1,1,9.878887435667895,1932,69,3243,28,1316,47,0,0,0,0
1975,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,1,0,0,0,1,0,0,48,1,461,1,14,2013,4,10,10.993412212806673,26738,1383,21667,174,2726,141,0,0,0,0
1947,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,0,0,1,0,0,0,1,0,76,0,2217,1,27,2013,4,10,11.426408511187844,106416,15519,104199,336,2256,329,0,0,0,1
1975,80144.0,0,0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,1,0,0,0,1,0,0,48,0,1367,1,18,2013,3,9,11.291580295597399,147636,9569,64249,756,5076,329,0,0,0,0
1972,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,1,0,1,0,0,51,0,382,1,14,2013,4,11,11.001649739923852,0,1528,17954,0,0,188,0,0,0,0
1974,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,1,0,0,1,0,49,1,871,1,22,2013,3,8,11.132426102879812,28743,4355,40937,165,1551,235,0,0,0,0
1975,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,1,0,0,0,1,0,48,0,2089,1,21,2013,2,4,11.304288679856738,56403,14623,98183,189,1269,329,0,0,0,0
1975,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,1,0,0,0,1,0,0,48,1,1388,1,29,2013,1,3,11.026076750585686,123532,13880,65236,890,4183,470,1,0,0,0
1966,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,1,0,0,0,0,1,0,0,57,0,96,1,5,2013,1,1,10.027208479525887,4416,96,4512,46,2162,47,0,0,0,0
1966,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,1,0,0,0,0,1,0,0,57,0,96,1,5,2013,1,1,10.027208479525887,4416,96,4512,46,2162,47,0,0,0,0
1975,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,1,0,0,0,1,0,0,48,1,68,1,5,2012,4,10,10.084015835708989,1088,0,3196,0,752,0,0,0,1,1
1973,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,1,0,0,0,1,0,0,50,1,93,1,7,2012,4,12,10.41843467126129,1116,0,4371,0,564,0,0,0,1,0
1950,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,1,0,1,0,0,73,1,265,1,10,2014,3,7,10.86201367960904,10600,530,12720,80,1920,96,0,0,0,0
1985,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,1,0,0,1,0,38,0,28,1,5,2014,2,5,10.318836982718269,0,28,1344,0,0,48,0,0,0,0
1950,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,1,0,0,0,1,73,1,138,1,7,2014,3,7,10.942898164853876,2208,138,6624,16,768,48,0,0,0,0
1950,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,1,0,0,0,1,73,1,138,1,7,2014,3,7,10.942898164853876,2208,138,6624,16,768,48,0,0,0,0
1957,65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,1,0,0,0,1,0,66,0,1169,1,14,2014,4,10,11.089606928642473,190547,5845,56112,815,7824,240,0,0,0,0
1957,65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,1,0,0,1,0,0,66,0,1169,1,14,2014,4,10,11.089606928642473,190547,5845,56112,815,7824,240,0,0,0,0
1952,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,1,0,0,0,0,1,0,71,1,152,1,8,2013,4,11,10.696774142468731,1064,152,7296,7,336,48,0,0,0,0
1974,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,1,0,1,0,0,49,1,218,1,10,2013,4,10,10.605197963756561,436,218,10464,2,96,48,0,0,0,0
1978,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,1,0,0,0,1,0,0,45,1,612,1,18,2013,1,1,10.96590255289235,10404,1224,29376,34,816,96,0,0,0,0
1973,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,1,0,0,0,1,0,0,50,1,38,1,5,2013,3,8,10.142898076314209,152,0,1824,0,192,0,0,0,0,0
1970,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,1,0,0,0,1,0,0,53,1,49,1,6,2013,3,8,9.492507263739853,343,0,2352,0,336,0,0,0,0,0
1991,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,1,0,0,0,1,0,0,32,0,358,1,12,2013,3,8,10.661743404167277,20764,358,17184,58,2784,48,0,0,0,0
1970,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,0,0,0,1,0,0,1,0,0,53,1,151,1,8,2013,3,7,10.495100222271777,755,151,7248,5,240,48,0,0,0,0
1972,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,1,0,0,1,0,0,51,1,642,1,17,2013,3,9,10.953189669834229,59064,1284,30816,184,4416,96,0,0,0,0
1955,58275.0,1,1,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,1,0,0,0,0,0,1,68,1,615,1,17,2013,1,2,10.972928463903958,39360,1230,29520,128,3072,96,0,0,0,0
1957,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,1,1,0,0,0,66,1,361,1,12,2013,2,4,10.901118611350125,20577,722,17328,114,2736,96,0,0,0,0
1974,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,0,1,0,0,49,1,23,1,3,2013,2,4,10.451493347426403,161,0,1104,0,336,0,0,0,0,1
1974,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,0,1,0,0,49,1,23,1,3,2013,2,4,10.451493347426403,161,0,1104,0,336,0,0,0,0,0
1961,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,1,0,0,1,0,0,62,1,964,1,23,2013,3,8,11.223655465763155,52056,1928,46272,108,2592,96,0,0,0,0
1961,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,1,0,0,1,0,0,62,1,964,1,23,2013,3,8,11.223655465763155,52056,1928,46272,108,2592,96,0,0,0,0
1970,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,1,0,0,1,0,0,0,53,1,310,1,11,2013,1,2,10.697994757448491,15190,620,14880,98,2352,96,0,0,0,0
1988,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,1,0,0,0,1,0,0,35,0,1366,1,29,2013,1,1,11.134399225217722,121574,9562,65568,623,4272,336,1,0,0,0
1988,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,1,0,0,0,1,0,0,35,0,1366,1,29,2013,1,1,11.134399225217722,121574,9562,65568,623,4272,336,1,0,0,0
1959,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,1,0,0,1,0,0,0,0,1,0,64,1,1191,1,27,2013,3,8,11.301982186737337,26202,5955,57168,110,1056,240,0,0,0,0
1980,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,1,0,0,0,1,0,0,43,1,1135,1,26,2012,4,11,11.149197132842145,48805,4540,54480,172,2064,192,0,0,1,0
1961,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,0,0,1,0,1,0,0,62,1,1101,1,16,2012,4,10,11.05630389521775,23121,3303,52848,63,1008,144,0,0,1,0
1961,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,0,0,1,0,1,0,0,62,1,1101,1,16,2012,4,10,11.05630389521775,23121,3303,52848,63,1008,144,0,0,1,1
1961,82014.0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,1,0,0,0,0,1,0,62,0,1511,1,21,2012,3,8,11.314645243380708,46841,9066,72528,186,1488,288,0,0,0,1
1959,76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,1,0,0,0,0,0,1,64,1,932,1,13,2014,2,6,11.242690306122169,32620,2796,45668,105,1715,147,0,0,0,0
1954,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,1,0,0,1,0,0,0,69,1,108,1,6,2014,2,6,11.075768431129438,2160,108,5292,20,980,49,0,0,0,0
1975,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,1,0,0,0,1,0,0,48,1,641,1,17,2014,4,12,11.214384649183572,41024,1282,31409,128,3136,98,0,0,0,0
1979,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,1,0,0,1,0,0,44,1,46,1,6,2014,1,2,10.397116151473597,138,0,2254,0,147,0,0,0,0,0
1964,51381.5,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,1,0,0,1,0,0,0,1,0,59,1,21,1,3,2014,4,12,10.847033464476734,84,0,1029,0,196,0,0,0,0,0
1975,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,1,0,0,1,0,0,48,1,69,1,6,2013,3,9,10.008387962361498,1449,0,3381,0,1029,0,0,0,0,0
1989,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,1,0,0,0,0,1,0,34,1,57,1,7,2013,4,11,9.817820725779036,228,0,2793,0,196,0,0,0,0,0
1974,26067.0,1,0,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,1,0,0,0,1,0,0,49,1,56,1,6,2013,2,4,10.168425425507316,672,0,2744,0,588,0,0,0,0,0
1969,22390.0,0,0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,1,0,0,0,0,1,0,0,54,0,26,1,3,2013,4,10,10.0163697095928,130,0,1274,0,245,0,0,0,0,0
1978,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,1,0,0,45,0,1572,1,22,2013,3,8,11.162516562610142,138336,15720,77028,880,4312,490,1,0,0,0
1978,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,1,0,0,0,0,1,0,45,1,18,1,3,2013,4,12,11.005411019863262,0,0,882,0,0,0,0,0,0,0
1981,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,1,0,0,1,0,0,0,1,0,0,42,1,22,1,3,2013,3,8,10.55963355495159,88,0,1078,0,196,0,0,0,0,0
1980,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,1,0,0,0,1,0,0,43,1,46,1,4,2013,3,8,9.857810039039476,736,0,2254,0,784,0,0,0,0,0
1985,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,0,0,0,0,1,0,0,1,0,38,0,265,1,11,2013,3,7,10.543471269980007,2650,530,12985,20,490,98,0,0,0,1
1950,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,0,1,0,0,0,0,1,0,73,0,50,1,5,2013,3,7,9.729907675678929,650,0,2450,0,637,0,0,0,0,0
1957,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,1,0,0,0,1,0,0,66,0,1283,1,17,2013,2,5,11.037901253667622,161658,10264,62867,1008,6174,392,1,0,0,0
1966,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,0,0,1,0,0,0,1,0,0,57,1,802,1,20,2013,2,6,10.964934347972234,62556,1604,39298,156,3822,98,0,0,0,0
1956,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,1,0,0,1,0,0,67,1,46,1,4,2013,2,6,10.838462639614411,276,0,2254,0,294,0,0,0,0,0
1956,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,1,0,0,1,0,0,67,1,46,1,4,2013,2,6,10.838462639614411,276,0,2254,0,294,0,0,0,0,0
1975,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,1,0,0,0,0,1,0,48,1,415,1,14,2013,4,12,10.881832472145556,11205,1245,20335,81,1323,147,0,0,0,0
1963,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,1,0,0,0,1,0,0,60,1,211,1,9,2013,1,1,10.904376752675622,3798,211,10339,18,882,49,0,0,0,0
1972,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,1,0,0,0,1,0,0,51,1,77,1,6,2013,4,12,10.176943917723927,1694,0,3773,0,1078,0,0,0,0,0
1959,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,1,0,0,1,0,0,0,64,1,730,1,19,2012,4,12,11.022719128406973,43070,1460,35770,118,2891,98,0,0,1,0
1947,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,1,0,0,0,0,1,0,0,76,0,28,1,3,2012,4,11,10.253757025176343,224,0,1372,0,392,0,0,0,1,0
1965,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,1,0,0,0,1,0,58,1,903,1,22,2012,4,10,10.91962361938,59598,4515,44247,330,3234,245,0,0,1,0
1966,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,1,0,0,0,1,0,0,57,1,40,1,4,2012,2,4,10.538952652754988,40,0,1960,0,49,0,0,0,1,0
1966,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,1,0,0,0,1,0,0,57,1,40,1,4,2012,2,4,10.538952652754988,40,0,1960,0,49,0,0,0,1,0
1957,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,1,0,1,0,0,66,1,38,1,4,2012,3,9,10.535636604034492,38,0,1862,0,49,0,0,0,1,0
1963,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,1,0,1,0,0,60,1,152,1,8,2012,3,8,10.423144068936873,608,152,7448,4,196,49,0,0,1,0
1967,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,1,0,1,0,0,56,1,146,1,7,2012,3,7,10.517239732281821,4234,0,7154,0,1421,0,0,0,1,0
1952,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,0,0,1,0,0,1,0,0,0,71,1,535,0,16,2014,2,6,11.1439176398724,20865,535,26750,39,1950,50,0,0,0,0
1959,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,1,0,0,0,1,0,0,64,1,158,0,8,2014,3,9,10.880948639640087,1106,158,7900,7,350,50,0,0,0,0
1960,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,1,0,1,0,0,63,1,656,0,19,2014,1,1,11.092778098075922,3936,2624,32800,24,300,200,0,0,0,0
1952,69805.0,0,1,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,1,0,1,0,0,71,1,1038,0,25,2014,1,1,11.153460919422749,20760,8304,51900,160,1000,400,0,0,0,0
1978,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,1,0,0,0,1,0,45,1,33,0,4,2013,4,12,10.517997287579,66,0,1650,0,100,0,0,0,0,0
1973,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,1,0,0,0,1,0,0,50,1,25,0,3,2013,3,9,10.17458282138351,225,0,1250,0,450,0,0,0,0,0
1972,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,1,0,0,1,0,0,51,1,106,0,6,2013,3,9,10.53972040711132,1908,0,5300,0,900,0,0,0,0,0
1974,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,1,0,1,0,0,49,1,401,0,14,2013,4,11,10.521021782876922,1203,802,20050,6,150,100,0,0,0,0
1952,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,1,0,0,1,0,0,71,1,232,0,10,2013,3,8,10.955130518296741,1392,232,11600,6,300,50,0,0,0,0
1954,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,1,0,1,0,0,69,1,297,0,11,2013,2,5,10.516779507846609,11583,594,14850,78,1950,100,0,0,0,0
1963,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,1,0,1,0,0,0,60,1,293,0,11,2013,2,5,10.793865427624695,6153,586,14650,42,1050,100,0,0,0,0
1969,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,1,0,0,1,0,0,54,1,139,0,7,2013,2,4,10.683752354441571,3197,139,6950,23,1150,50,0,0,0,0
1951,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,1,0,0,0,1,0,0,72,1,901,0,21,2013,3,8,11.237211488294301,90100,5406,45050,600,5000,300,0,0,0,0
1956,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,1,0,0,0,1,0,0,67,1,1043,0,23,2013,1,3,11.175927089962485,147063,5215,52150,705,7050,250,0,0,0,0
1976,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,1,0,1,0,0,47,1,53,0,7,2013,4,10,9.736665259189097,212,0,2650,0,200,0,0,0,0,0
1961,27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,1,0,0,1,0,0,0,62,1,102,0,7,2013,1,1,10.2115235708683,2856,102,5100,28,1400,50,0,0,0,0
1976,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,1,0,0,0,1,0,0,47,1,915,0,13,2012,3,9,10.894106232367553,23790,2745,45750,78,1300,150,0,0,1,0
1963,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,1,0,0,0,0,1,0,60,0,167,0,7,2012,3,9,10.34119394595131,8183,0,8350,0,2450,0,0,0,1,1
1952,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,1,0,0,0,1,0,0,71,1,240,0,10,2012,4,12,10.67964227207968,3600,240,12000,15,750,50,0,0,1,0
1956,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,1,0,0,0,1,0,0,67,1,1106,0,16,2012,1,2,11.06574734049972,23226,4424,55300,84,1050,200,0,0,1,0
1986,26816.0,0,0,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,1,0,0,0,0,1,0,37,0,22,0,3,2012,3,8,10.196754003281809,66,0,1100,0,150,0,0,0,1,0
1976,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,1,0,0,1,0,0,47,1,1159,0,16,2012,1,2,11.231675992248986,39406,3477,57950,102,1700,150,0,0,1,0
1966,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,1,0,0,1,0,0,57,1,71,0,5,2014,2,6,10.42120934298996,497,71,3621,7,357,51,0,0,0,0
1953,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,1,0,0,1,0,0,70,1,90,0,6,2014,3,8,10.903163093344213,360,0,4590,0,204,0,0,0,0,0
1959,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,1,0,0,64,1,358,0,13,2014,2,5,10.91479751280144,2148,358,18258,6,306,51,0,0,0,0
1984,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,1,0,0,0,0,1,0,39,1,20,0,4,2014,4,11,10.455589467613958,40,0,1020,0,102,0,0,0,0,0
1963,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,1,0,0,1,0,0,0,60,1,928,0,21,2013,4,10,11.128996774392588,142912,8352,47328,1386,7854,459,0,0,0,0
1963,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,1,0,0,1,0,0,0,60,1,928,0,21,2013,4,10,11.128996774392588,142912,8352,47328,1386,7854,459,0,0,0,0
1973,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,1,0,0,0,1,0,0,50,1,95,0,7,2013,1,3,10.029326937375275,3420,95,4845,36,1836,51,0,0,0,0
1975,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,1,0,0,0,1,0,0,48,1,311,0,11,2013,3,9,10.85799849722998,12751,622,15861,82,2091,102,0,0,0,0
1969,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,1,0,0,0,1,0,0,54,1,37,0,4,2013,3,9,10.138282956590785,333,37,1887,9,459,51,0,0,0,0
1969,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,1,0,0,0,1,0,0,54,1,37,0,4,2013,3,9,10.138282956590785,333,37,1887,9,459,51,0,0,0,0
